Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,SalePrice
533,120,RP,27,7876,Pave,,Reg,Lvl,1934,2002,1691,586,2,1,1,11,2,332,179638
534,75,RL,,6429,Pave,,Reg,Bnk,1963,1974,334,981,4,1,1,8,0,234,80588
535,180,RL,21,17212,Pave,,Reg,Lvl,1976,1995,1209,94,3,1,1,3,2,681,131753
536,160,RL,21,9330,Grvl,,Reg,Lvl,1995,1962,334,2871,2,1,1,10,1,1202,93728
537,45,I,93,16447,Pave,,Reg,Lvl,1982,2000,684,1172,2,2,1,10,3,676,100167
538,60,RM,290,1687,Pave,,Reg,HLS,1998,1973,1277,199,3,1,1,13,3,358,127530
539,150,RL,,8802,Pave,,Reg,Lvl,2010,1955,334,1391,3,2,1,5,1,258,142251
540,50,C,30,7656,Pave,,IR1,Lvl,1877,2006,1519,140,4,1,1,2,2,39,131286
541,150,RL,161,23427,Pave,,Reg,Lvl,1881,2001,2870,367,2,1,1,15,2,654,327383
542,30,RL,56,4340,Pave,,Reg,Lvl,1938,1959,1638,418,3,1,1,15,5,395,216278
543,85,RL,101,2461,Pave,,Reg,Lvl,1903,1980,837,570,3,1,1,8,2,1324,131034
544,85,RL,86,8655,Pave,,IR1,Lvl,1947,1952,367,367,2,1,1,15,1,515,108676
545,150,RL,21,1772,Grvl,,Reg,Lvl,1922,1999,334,883,3,1,1,11,2,853,89022
546,50,RP,31,21136,Pave,Pave,IR1,Bnk,2009,2009,3062,355,4,2,1,15,2,109,230112
547,75,FV,75,10512,Pave,,Reg,Lvl,1983,2001,484,851,2,3,1,4,2,518,99362
548,190,RL,42,2976,Pave,Pave,Reg,Lvl,1919,1985,550,303,2,3,1,6,2,437,124212
549,50,RL,,5506,Pave,,Reg,Lvl,1992,1970,465,3052,3,1,1,7,2,1020,91787
550,190,RL,111,11127,Pave,,Reg,Lvl,1924,1963,334,159,2,2,1,14,2,406,137614
551,40,C,28,4425,Pave,,Reg,Lvl,1977,1990,334,858,3,1,1,14,3,85,88942
552,70,RL,,4328,Pave,,Reg,HLS,1926,1957,371,1018,3,1,1,3,4,1121,180912
553,150,RL,69,4858,Pave,,IR1,Low,1962,1975,334,707,2,2,1,4,2,795,157168
554,160,RL,71,4941,Pave,,Reg,Lvl,1964,1991,1535,1065,2,1,1,8,1,209,153042
555,80,RL,149,6319,Pave,,IR1,Lvl,1991,1985,2059,1772,3,3,1,6,2,529,203729
556,120,RP,219,15081,Pave,Pave,Reg,Lvl,1922,2008,334,617,3,1,1,8,2,513,104353
557,160,FV,,5649,Pave,Pave,Reg,Lvl,1878,1985,1872,232,4,1,1,2,2,464,206703
558,45,FV,21,3800,Pave,,Reg,Lvl,1875,1955,334,734,2,2,1,11,2,67,124386
559,20,RL,92,4496,Pave,,Reg,Lvl,1918,1998,437,419,2,1,1,11,2,116,129851
560,180,RL,21,5643,Pave,,Reg,Lvl,1918,1996,3459,862,3,1,1,10,2,48,278873
561,190,I,52,25916,Pave,,Reg,Lvl,1921,2004,929,829,2,1,1,12,2,1418,126545
562,80,RL,118,11911,Pave,,Reg,Lvl,1933,1967,4176,36,3,1,1,10,2,904,324085
563,75,RL,87,18250,Grvl,,Reg,Lvl,1967,2009,908,611,5,1,1,6,2,24,93233
564,80,RL,21,3172,Pave,,Reg,Lvl,1923,2007,640,379,3,4,1,8,3,1418,167462
565,190,RL,108,8652,Pave,,Reg,Lvl,2004,1966,1560,1050,3,4,1,2,2,201,124904
566,120,RL,,9604,Pave,,IR2,Lvl,1918,1976,334,43,3,1,1,2,2,770,139391
567,60,RL,145,2962,Pave,,Reg,HLS,1898,1994,737,1098,3,2,1,7,2,25,133677
568,85,RL,77,1300,Pave,,Reg,HLS,1956,1992,625,4125,3,1,1,11,0,87,126205
569,150,RL,73,16770,Pave,,Reg,Lvl,1952,1997,1541,49,3,0,1,7,2,724,153794
570,70,RL,99,6802,Pave,,Reg,Lvl,1974,1972,541,1379,2,2,1,14,2,423,111286
571,90,A,28,9684,Pave,,Reg,Lvl,1886,1969,1300,1672,4,1,1,6,2,507,172507
572,70,RL,162,15379,Pave,,Reg,Bnk,2009,1960,1153,243,2,3,1,11,2,136,187640
573,40,RL,77,15885,Pave,,Reg,Lvl,1971,1956,2013,3106,3,1,1,13,3,1147,193875
574,160,RL,48,3344,Pave,,IR1,Lvl,1998,1967,828,535,2,1,1,15,2,645,148925
575,30,A,39,6524,Pave,,Reg,Lvl,1939,2009,2336,676,3,1,1,15,2,113,186629
576,20,RL,22,3351,Pave,,IR1,HLS,1966,2010,334,372,4,2,1,6,4,270,139514
577,90,RL,62,2895,Pave,,Reg,Lvl,1995,1994,940,2762,2,1,1,6,2,439,142599
578,90,RL,145,4502,Pave,Grvl,IR2,Lvl,1934,2005,334,52,5,1,1,7,2,304,123046
579,40,FV,,3650,Pave,Grvl,Reg,Lvl,1932,1995,484,321,2,0,1,5,2,770,106975
580,70,RL,164,8068,Pave,,IR1,Lvl,1874,1984,515,122,3,1,1,6,2,804,129097
581,190,RL,33,12905,Pave,,Reg,Bnk,1941,1989,1449,918,2,3,1,11,2,1418,167340
582,90,RL,42,3344,Pave,,IR1,HLS,1968,1967,2771,576,4,1,1,12,4,134,297618
583,50,RL,21,4429,Pave,,Reg,Low,1888,1963,1250,411,3,1,1,2,3,323,229488
584,180,RL,122,6649,Pave,,Reg,Bnk,1958,1954,889,1426,2,1,1,8,3,354,160814
585,80,RL,21,7886,Pave,,Reg,Lvl,1895,1986,751,132,4,1,1,3,2,481,159758
586,70,I,97,4107,Pave,,Reg,Lvl,1891,1997,807,108,3,2,1,6,2,672,83191
587,160,FV,39,1537,Grvl,,Reg,Lvl,1965,1957,492,18,4,3,1,10,2,222,124453
588,85,RM,33,7894,Pave,,Reg,Lvl,1883,1961,493,454,3,3,1,12,2,750,71020
589,90,FV,249,1472,Pave,,Reg,Low,1893,1994,1279,717,2,1,1,14,2,618,194051
590,120,RL,94,2229,Pave,,IR1,Lvl,1920,1959,504,228,3,1,1,12,2,1069,159482
591,40,RL,75,2507,Pave,,Reg,Lvl,1978,1962,1140,1094,2,1,2,5,2,403,153450
592,60,RL,106,13905,Pave,,Reg,Lvl,1992,1955,1038,958,2,1,1,2,2,71,125180
593,75,C,146,11095,Pave,,Reg,Lvl,1996,1987,474,390,3,2,1,6,1,284,134217
594,120,RL,,6042,Pave,,Reg,Bnk,1969,2005,820,579,3,2,1,4,2,1071,163788
595,160,C,53,7759,Grvl,,IR3,Bnk,1928,1977,334,1072,2,1,1,5,5,479,154133
596,180,RL,,13582,Pave,,IR1,Lvl,1957,1977,1844,1182,3,3,1,12,2,663,244988
597,60,I,214,4628,Pave,,Reg,Lvl,2007,2000,1981,63,2,1,1,14,2,360,148910
598,50,RL,74,8036,Pave,,Reg,Lvl,1957,1991,1383,310,3,1,1,7,2,148,204395
599,45,I,59,3883,Pave,,Reg,Lvl,1994,1985,483,582,4,2,1,5,2,671,104299
600,190,RL,88,25010,Pave,,Reg,Lvl,1914,2001,334,109,3,1,1,14,2,813,133822
601,30,RL,,14390,Pave,,Reg,Lvl,1890,2008,334,413,2,1,1,3,2,471,140541
602,180,I,78,3868,Pave,,Reg,Lvl,1937,1962,449,948,4,3,1,10,2,15,71554
603,80,RL,41,18659,Pave,,Reg,Lvl,1901,2008,1286,980,3,2,1,3,2,114,170513
604,180,RM,81,2352,Grvl,,Reg,Lvl,1895,2005,3908,208,4,1,1,8,4,91,291718
605,60,I,39,25680,Pave,,Reg,Lvl,1887,2008,751,764,3,1,1,5,3,523,86209
606,120,FV,21,3710,Pave,,Reg,Lvl,1970,1982,334,676,2,2,1,6,2,163,122509
607,20,I,21,14544,Pave,,Reg,Lvl,1993,1985,725,417,2,1,1,12,2,218,126136
608,45,RL,77,14811,Pave,,Reg,Lvl,1954,1959,375,141,2,1,1,12,2,241,125705
609,150,RL,84,3259,Pave,,Reg,Lvl,1955,2010,1630,631,3,1,3,7,2,824,175715
610,45,RL,,9727,Pave,,Reg,HLS,1875,1996,334,4409,3,3,1,3,2,543,88882
611,150,C,105,12925,Pave,,Reg,Lvl,1981,1995,888,71,4,2,1,4,1,403,89994
612,70,RL,,6625,Pave,,Reg,Lvl,1998,2008,341,372,2,1,1,12,4,658,146320
613,75,RL,26,2586,Pave,,Reg,Lvl,1921,1992,1730,732,3,1,2,2,2,812,223472
614,75,FV,51,21652,Pave,,Reg,Lvl,1953,1965,687,757,3,1,1,13,2,601,175960
615,150,I,52,2033,Grvl,,Reg,Lvl,1937,1985,614,537,2,2,1,13,1,261,76310
616,70,RL,58,2647,Pave,,Reg,Lvl,1874,2010,4172,334,3,3,1,5,2,365,237616
617,30,RM,30,2723,Pave,,IR1,Bnk,1930,1972,1020,2117,5,1,1,9,2,1256,75338
618,70,RL,,31530,Pave,,Reg,Bnk,1957,2000,520,125,2,1,1,7,2,898,105703
619,85,FV,84,3075,Pave,,Reg,Lvl,1921,1961,1629,1498,2,2,1,6,2,152,169911
620,40,RL,40,1942,Pave,,Reg,Lvl,1988,1986,666,764,2,2,1,11,4,369,180844
621,40,RL,21,17749,Pave,,Reg,Lvl,1988,1981,964,285,3,1,1,10,2,414,137143
622,190,RH,21,6161,Pave,,Reg,Lvl,1988,2003,2374,957,2,3,1,8,2,742,172981
623,90,RL,32,3158,Pave,,Reg,Lvl,1918,1978,334,334,2,1,1,9,0,289,91834
624,120,RL,145,13680,Pave,,Reg,HLS,2004,1995,1568,753,4,1,1,4,2,412,149642
625,40,RM,40,7896,Pave,Grvl,IR2,Lvl,1877,2010,2141,656,3,1,1,8,2,227,123279
626,190,FV,68,4658,Pave,,Reg,Lvl,1879,1979,539,547,3,4,1,12,3,677,130895
627,30,RL,,9283,Pave,,IR1,Lvl,1908,1966,911,81,3,1,1,3,2,303,132802
628,180,RL,22,20486,Grvl,,IR3,Lvl,1925,1974,1855,160,2,2,1,15,3,316,186544
629,70,C,23,18955,Pave,,Reg,Bnk,1939,1992,334,155,2,2,1,11,2,703,82887
630,90,RL,179,9766,Pave,,Reg,Lvl,1899,1967,334,172,3,1,1,2,2,748,95325
631,90,C,43,15352,Pave,,Reg,Lvl,1926,1973,571,401,2,2,1,9,2,220,107521
632,75,C,21,27504,Pave,,Reg,Lvl,1989,1973,3288,831,3,2,1,12,3,819,232340
633,20,RL,68,4821,Pave,,Reg,Lvl,1887,1986,3754,755,2,3,1,14,2,443,345685
634,70,I,224,5474,Pave,,Reg,Lvl,1911,1979,1410,1623,2,2,1,6,2,1093,153355
635,120,RL,66,2785,Pave,,Reg,Lvl,1908,1978,2418,1605,2,1,1,15,2,95,194113
636,80,RL,150,13328,Pave,,Reg,HLS,1876,1972,1123,1583,2,2,1,13,3,394,161089
637,80,I,43,12506,Pave,,Reg,Lvl,1927,1988,950,242,2,1,1,2,2,143,128123
638,150,RM,,6188,Pave,,Reg,Lvl,1878,1972,413,1027,3,1,1,7,1,733,67784
639,75,FV,70,16566,Grvl,,Reg,Lvl,1967,1988,1796,975,3,1,1,10,2,444,239652
640,80,RL,91,3024,Pave,,IR2,Bnk,2004,1996,1085,734,3,1,1,15,3,523,257735
641,180,RL,21,10017,Pave,,Reg,Lvl,2010,1971,747,1264,2,1,1,6,2,94,143290
642,45,RL,21,5073,Pave,,Reg,HLS,1909,1956,1156,1484,3,1,1,6,2,1418,91850
643,180,RL,124,10433,Pave,,IR1,Lvl,1952,1978,595,1394,3,1,1,3,2,738,129519
644,90,RH,21,10715,Pave,,Reg,Lvl,2005,1959,545,983,1,1,1,5,2,52,112805
645,60,RM,,1647,Pave,,Reg,HLS,1912,1980,809,199,2,2,1,10,3,283,112273
646,85,I,83,1300,Pave,,Reg,Lvl,1883,1994,3525,1439,3,1,1,6,2,906,190126
647,180,RL,74,1521,Pave,Pave,Reg,Lvl,1985,1952,678,256,2,2,1,8,2,292,140868
648,20,RL,52,7631,Pave,,Reg,Lvl,1915,1981,1220,1306,3,1,1,4,2,1018,124361
649,50,I,286,9516,Pave,,Reg,Lvl,1990,1994,334,522,2,2,1,13,2,7,103632
650,40,RL,63,7112,Pave,,Reg,Lvl,1972,1952,1431,840,2,2,1,6,2,254,177311
651,190,RL,75,8358,Pave,,Reg,Lvl,1964,1994,334,220,3,2,1,8,2,358,114013
652,40,RL,90,2179,Pave,,Reg,Lvl,1936,1982,1313,834,3,1,1,3,2,212,165784
653,180,RL,43,4038,Pave,Pave,Reg,Lvl,1973,1977,456,1805,3,2,1,6,1,820,98102
654,30,RL,163,18374,Pave,,Reg,Lvl,1992,1976,2211,254,3,1,1,10,3,652,229650
655,30,FV,,3020,Pave,,Reg,Lvl,1952,2004,2342,961,2,3,1,15,2,771,335319
656,150,I,131,2430,Pave,,Reg,Lvl,1962,1952,1276,1961,2,2,1,6,0,42,65044
657,85,C,23,5263,Pave,,Reg,Lvl,1926,1997,4520,885,3,2,1,9,1,20,236033
658,60,RL,131,2991,Pave,,Reg,Lvl,1937,1978,895,694,2,1,1,3,2,328,128228
659,70,RL,25,22692,Pave,,Reg,Bnk,1928,1990,366,2040,3,1,1,6,2,438,147420
660,50,RL,21,2722,Pave,,Reg,Lvl,1964,1970,1077,111,3,2,2,2,3,1007,188978
661,40,C,34,5024,Pave,,Reg,Lvl,1895,1966,346,1324,2,3,1,8,2,180,95718
662,180,RP,71,17002,Grvl,,IR1,Lvl,1926,1990,2432,535,3,1,1,9,2,182,198599
663,60,RL,,6354,Pave,,IR1,Lvl,1888,1971,651,431,5,2,1,10,2,1418,130326
664,150,RL,50,5936,Grvl,,IR2,HLS,1930,1995,488,198,3,1,1,4,2,596,145092
665,80,RL,96,15541,Pave,,Reg,Lvl,1944,1959,334,763,2,1,1,10,2,14,102496
666,85,RL,101,15362,Pave,,Reg,Lvl,1938,1951,1074,1398,2,1,1,9,2,158,139951
667,180,RL,22,7665,Pave,,Reg,HLS,1873,1993,470,205,2,2,1,7,2,268,100073
668,60,RL,64,8750,Pave,,Reg,Lvl,1914,1980,594,2459,2,1,1,8,2,78,150964
669,150,FV,52,3585,Pave,,Reg,Lvl,1992,2010,597,29,4,2,1,11,2,513,168372
670,40,RH,21,9878,Pave,,Reg,Lvl,1973,1987,2525,641,2,2,1,9,4,682,241321
671,20,FV,22,1300,Pave,,Reg,Lvl,1911,1965,1507,282,2,2,1,12,2,51,203046
672,60,RL,21,7584,Pave,,Reg,Lvl,1934,1956,1936,1344,3,2,1,2,2,828,213218
673,180,RL,167,4878,Pave,,Reg,Lvl,1890,1970,625,674,3,2,1,13,2,10,130600
674,30,RL,107,16113,Pave,,Reg,Lvl,1901,1961,849,37,4,1,1,3,2,102,122656
675,150,I,285,2337,Pave,,Reg,Lvl,1927,1960,334,110,2,2,2,9,2,1172,70464
676,60,RL,76,17183,Pave,Grvl,Reg,Lvl,1948,1955,1144,1550,2,1,1,3,1,276,132711
677,85,RL,21,9087,Pave,Grvl,Reg,Lvl,1930,1951,1861,1470,2,1,1,13,3,63,204289
678,180,RL,86,2814,Pave,,Reg,Lvl,1912,1954,975,562,4,1,1,4,2,342,167418
679,80,RL,21,9890,Pave,,IR2,Lvl,1921,1990,1902,1339,2,1,2,10,2,210,216257
680,150,RL,21,2991,Pave,Pave,Reg,Lvl,1896,1978,961,57,3,1,1,7,3,239,135604
681,50,RL,21,6348,Pave,,Reg,Lvl,1932,1973,2250,1267,2,2,1,9,3,744,254330
682,150,RL,101,17835,Pave,,Reg,Lvl,1931,1970,2363,1972,3,1,1,9,2,1418,228105
683,45,RL,37,4946,Pave,,Reg,Bnk,1959,1961,903,924,4,1,1,6,2,299,158535
684,80,RL,,2266,Pave,,Reg,Low,1957,1980,1811,2907,3,1,1,14,2,179,187286
685,45,FV,,5114,Pave,,Reg,Lvl,2000,1978,397,266,4,1,1,7,2,608,136829
686,80,RL,,2115,Pave,,Reg,HLS,1932,1953,749,451,2,2,1,6,2,234,158415
687,150,RP,159,12411,Pave,Grvl,Reg,Lvl,1971,1957,2384,320,2,1,1,14,3,49,239278
688,30,RL,21,7789,Grvl,,Reg,Lvl,1920,1955,1414,965,5,1,1,4,2,127,195034
689,85,I,67,6796,Pave,,Reg,Lvl,1880,2009,334,176,3,1,1,5,2,537,96296
690,120,I,246,15036,Pave,,Reg,Lvl,1997,1994,2763,434,3,2,1,15,3,328,191198
691,45,C,101,9769,Pave,,Reg,Lvl,1932,1971,788,617,3,2,1,8,2,241,111084
692,60,FV,39,13311,Pave,,Reg,Lvl,1905,2004,609,83,3,2,1,7,2,116,102929
693,90,C,313,5866,Pave,,Reg,Lvl,1962,1996,334,463,3,1,1,11,3,40,153346
694,60,RL,110,5123,Pave,,IR1,Lvl,1973,1981,561,294,2,1,1,6,2,276,155626
695,160,RL,134,14973,Pave,,Reg,Lvl,1913,1989,624,169,2,1,1,4,1,526,116283
696,60,RL,,3875,Pave,,Reg,Lvl,1995,1955,3262,67,6,2,1,2,2,310,274515
697,160,RL,,1727,Grvl,,Reg,Lvl,2010,1953,2434,90,4,1,1,8,2,415,205170
698,180,RL,41,1803,Pave,,Reg,Bnk,1936,1962,794,144,2,2,1,7,2,948,122930
699,40,RL,43,6726,Pave,,Reg,Lvl,1899,1970,1760,860,2,3,1,6,2,185,201051
700,180,RL,38,5935,Pave,,Reg,Lvl,1964,1982,1696,982,3,2,1,3,2,684,169553
701,40,RL,37,7012,Pave,,Reg,Lvl,1873,1951,568,219,5,2,1,8,2,301,124827
702,190,RL,21,5537,Grvl,,Reg,Lvl,1997,1959,2698,78,3,1,1,2,2,472,216681
703,75,RL,72,20175,Pave,,Reg,Bnk,1996,1972,634,848,4,2,1,14,2,933,151564
704,150,RL,48,2688,Pave,,Reg,Lvl,1949,1952,1446,2090,3,0,1,7,2,646,159901
705,120,RP,51,1974,Pave,,Reg,Lvl,1951,1985,3866,571,2,1,1,10,2,64,241249
706,190,RL,28,17616,Pave,,Reg,Lvl,1902,1958,1142,144,5,2,1,15,2,372,159221
707,75,RL,21,7419,Pave,,Reg,Lvl,1946,1960,2779,264,2,2,1,9,2,961,265491
708,75,RL,,2211,Pave,,IR3,Bnk,2010,1950,2090,3101,3,1,2,4,2,592,239095
709,40,RL,21,11453,Pave,,Reg,Lvl,1949,1980,544,261,3,2,1,11,2,464,136691
710,45,RL,34,14233,Pave,,Reg,Bnk,1935,1953,821,1013,2,2,1,7,2,1418,143571
711,75,RL,,34064,Pave,,Reg,Lvl,1977,1967,1483,1913,2,1,1,10,3,80,183978
712,20,RL,,10410,Pave,,Reg,Bnk,1937,1997,3750,4576,3,1,1,2,2,1010,241840
713,120,RL,78,4163,Pave,,Reg,HLS,1920,1974,3301,1100,2,1,1,3,2,260,198067
714,30,RM,313,10119,Pave,,Reg,Lvl,1981,1975,490,27,2,2,1,8,2,453,69442
715,20,RL,44,23342,Pave,,Reg,Lvl,1987,1962,1603,333,3,2,1,8,3,821,166506
716,160,RL,23,2441,Pave,,IR1,Lvl,1941,1981,2904,1628,3,1,1,14,2,90,327663
717,20,C,94,4182,Pave,,IR2,Lvl,1951,1996,1186,600,4,2,1,11,2,157,115707
718,190,C,21,6297,Pave,,Reg,Lvl,1963,1990,442,410,3,1,1,3,2,247,121488
719,30,RL,84,7447,Pave,Grvl,Reg,Bnk,2006,1986,3826,2461,2,1,1,9,2,538,338581
720,20,RL,57,17302,Pave,,IR1,Lvl,1918,1974,334,1027,2,1,1,3,2,495,114081
721,180,RL,211,11561,Pave,Pave,Reg,Low,1985,1970,792,21,3,1,1,4,2,669,128909
722,180,C,,5244,Pave,,Reg,Lvl,1951,1970,508,230,2,2,1,15,2,108,87912
723,30,RL,50,5742,Pave,,Reg,Lvl,1953,1979,977,824,3,2,1,15,4,9,130153
724,40,RL,62,3712,Pave,,Reg,Lvl,1960,1974,455,269,2,1,1,7,2,1328,120003
725,90,RL,,7163,Grvl,,IR1,HLS,1909,1979,1289,2364,3,3,1,9,3,190,173563
726,60,RL,21,3733,Pave,,Reg,Lvl,1929,1958,1235,318,4,1,1,6,2,214,170625
727,75,FV,21,7161,Pave,,Reg,Lvl,1955,1992,665,424,4,1,1,9,2,1039,168868
728,160,I,40,5488,Pave,,IR1,Lvl,1925,1951,1492,976,3,2,1,9,3,854,127221
729,20,RL,21,16673,Pave,,Reg,Lvl,1975,1969,1639,2859,3,1,1,3,2,815,170018
730,160,I,21,12410,Pave,,Reg,Lvl,1962,1954,334,655,3,2,1,13,2,47,107815
731,20,RL,103,9233,Pave,,Reg,Bnk,1951,1967,871,976,3,3,1,4,3,379,120056
732,50,RL,92,16589,Grvl,Pave,Reg,HLS,1990,1998,394,36,3,4,1,13,1,372,101831
733,75,RL,74,8110,Pave,,Reg,Lvl,1914,1968,2646,202,2,3,1,3,2,644,222884
734,180,RL,21,7417,Pave,Grvl,Reg,Lvl,1930,1995,334,1183,3,1,1,13,2,301,105183
735,150,RL,33,17436,Pave,,Reg,Lvl,1962,1966,471,356,3,1,1,5,2,22,119758
736,160,RL,,11125,Pave,Grvl,IR3,Lvl,1941,2009,1986,1475,2,1,1,5,2,41,172821
737,75,RL,69,4793,Grvl,,Reg,Lvl,2001,1994,609,588,3,1,1,6,2,346,136904
738,150,RL,257,4969,Pave,,Reg,Lvl,1925,1982,1799,1578,2,1,1,14,2,343,209655
739,190,RM,132,10360,Pave,,Reg,Lvl,1974,1980,1281,193,3,1,1,8,3,115,156644
740,75,A,,17669,Pave,,Reg,Bnk,1882,1983,1879,244,3,1,1,13,3,70,210347
741,85,RL,67,11063,Pave,,Reg,Lvl,1965,2002,3086,473,3,1,1,2,2,277,317681
742,45,RP,160,2683,Pave,,Reg,Lvl,1926,1952,1114,1617,3,2,1,12,2,75,142758
743,75,RL,21,6007,Pave,,IR2,Lvl,1909,1974,721,206,3,1,1,15,2,735,139476
744,60,RL,,10908,Pave,,Reg,Lvl,1961,1993,1304,603,3,1,1,15,2,563,166180
745,50,RL,,2895,Pave,,Reg,Low,1996,1960,1526,208,3,2,1,6,2,197,180985
746,50,RL,197,11280,Pave,,IR1,Lvl,1942,1978,2448,1030,3,2,1,9,3,256,258286
747,30,RL,74,5883,Grvl,,Reg,HLS,1877,1966,334,498,2,1,1,3,2,336,105096
748,20,RL,,14950,Pave,,Reg,Lvl,1977,2005,1462,36,3,2,1,13,2,337,166520
749,85,RM,71,1726,Pave,,Reg,Low,1883,1993,458,577,2,2,1,12,2,332,70086
750,190,RH,,3376,Grvl,,Reg,Lvl,1975,1970,519,374,3,2,1,11,2,268,137633
751,160,RP,121,6025,Pave,,IR1,Bnk,1970,1968,791,154,8,1,1,9,0,338,115210
752,50,RL,125,24597,Pave,,IR2,Lvl,1973,1988,352,561,3,1,1,14,2,646,133653
753,70,RL,96,26738,Pave,,Reg,Lvl,1998,1977,334,548,4,2,1,7,2,890,147725
754,45,RM,37,3570,Pave,,Reg,Lvl,1936,1965,1033,413,4,2,1,3,2,460,84554
755,20,RL,97,5974,Pave,Grvl,Reg,Lvl,1927,1968,2524,481,3,2,1,11,2,765,234792
756,50,RM,313,22431,Pave,,Reg,Lvl,1960,1986,1283,866,4,1,1,7,2,305,104540
757,45,RL,73,9259,Grvl,,Reg,Bnk,1949,1965,2647,131,2,1,1,13,3,1418,257905
758,80,FV,21,23421,Pave,,Reg,Lvl,1875,1994,710,1090,5,1,1,12,2,215,158167
759,120,RL,,2926,Pave,,Reg,Lvl,1966,1992,336,626,4,1,1,6,2,153,120268
760,30,I,,3067,Pave,,Reg,Low,1979,1958,1439,568,2,1,1,12,2,71,150413
761,40,C,21,23242,Pave,,Reg,Bnk,1980,1990,1154,760,2,1,1,3,2,173,184001
762,60,RL,113,15158,Pave,,Reg,HLS,1944,1959,334,296,2,1,1,9,2,1332,106281
763,90,C,,13144,Pave,,Reg,HLS,2006,1969,988,302,3,1,1,10,3,130,187863
764,85,RL,,12112,Pave,,Reg,Lvl,1951,1978,857,1141,2,2,1,7,2,61,164563
765,85,RL,,12699,Pave,,Reg,Lvl,1983,1963,2320,104,3,1,1,12,2,589,197212
766,40,RL,73,3119,Pave,,Reg,Bnk,1946,1999,1465,1008,4,2,1,10,2,91,152240
767,160,RL,55,5852,Pave,,Reg,Lvl,1882,1986,2179,1328,8,0,1,2,2,755,170824
768,190,RL,,5412,Pave,,Reg,Lvl,1904,1989,653,3724,2,1,1,4,2,49,148704
769,75,RL,,8267,Pave,,Reg,HLS,1905,1974,3186,936,2,2,1,13,2,388,322986
770,20,RM,313,11274,Pave,,IR1,Low,1999,2003,1970,2622,3,1,1,4,2,173,145398
771,30,RH,27,24233,Pave,,Reg,Lvl,1969,1981,463,770,2,1,1,10,2,817,107465
772,160,RL,,2056,Pave,,Reg,Lvl,1975,1992,1477,584,2,2,1,7,1,688,192954
773,20,C,54,2819,Pave,Pave,Reg,Lvl,1990,2005,2523,1807,4,2,1,3,2,822,206069
774,190,RL,,12267,Pave,,IR2,Bnk,1953,1987,2602,735,2,1,1,13,2,439,204599
775,45,RL,26,8558,Pave,,Reg,Bnk,1926,1958,877,761,2,1,1,10,3,222,158031
776,40,RL,107,15634,Pave,Pave,Reg,Low,1965,1971,1414,288,4,2,1,9,2,1418,112216
777,50,RL,49,8955,Pave,,IR2,Lvl,1948,1981,1943,836,3,1,1,4,3,185,220301
778,30,RL,83,16464,Pave,,Reg,Lvl,1900,1991,334,142,3,2,1,9,2,479,97411
779,160,RL,,19061,Pave,,Reg,Lvl,1985,1978,607,783,2,2,1,8,3,134,152780
780,90,C,,2775,Pave,,Reg,Lvl,1978,1951,1718,1374,3,1,1,9,2,14,165858
781,45,RL,163,15556,Pave,,Reg,Lvl,2006,1978,3288,1165,4,2,1,5,2,757,317986
782,150,C,46,8528,Pave,,Reg,Lvl,2003,1979,1024,2938,4,1,1,11,3,432,153157
783,75,FV,98,11083,Pave,,Reg,Lvl,1965,1968,334,90,2,1,1,15,2,99,131738
784,120,RL,143,8441,Pave,,Reg,Lvl,1912,1982,422,1160,3,1,1,7,2,486,84306
785,190,RM,96,4326,Pave,,Reg,Lvl,1878,1986,1198,836,4,3,1,14,1,788,93776
786,50,RL,102,15120,Pave,,Reg,Lvl,1946,1974,526,417,2,1,1,9,2,639,127228
787,90,RL,97,10178,Pave,,Reg,Lvl,1952,1998,451,579,3,1,1,11,3,27,122932
788,30,RL,25,9752,Pave,,Reg,Bnk,1918,1980,735,201,5,1,1,5,2,447,181451
789,30,RL,81,10326,Pave,,Reg,HLS,2004,2009,334,258,2,1,1,9,2,290,157025
790,90,RL,43,12508,Pave,,Reg,Lvl,1882,1961,723,2113,3,1,1,10,3,111,148952
791,190,RL,21,2757,Pave,Pave,Reg,HLS,1949,1987,540,22,3,2,1,7,2,751,91612
792,20,RL,21,6069,Pave,,Reg,Lvl,1877,1975,2056,564,2,1,1,7,2,490,242646
793,150,RH,40,3525,Pave,,Reg,Lvl,1928,1965,773,2363,3,1,1,15,2,754,114366
794,30,RL,35,1300,Pave,,IR1,Lvl,1978,1981,1758,1085,3,1,1,9,2,476,158437
795,85,RL,25,1735,Pave,,Reg,Lvl,1984,1964,334,688,3,1,1,14,2,477,127999
796,80,RL,109,11849,Pave,,Reg,Lvl,1998,1956,610,3292,3,2,1,15,2,378,122977
797,50,RL,156,13194,Pave,,Reg,Lvl,1990,1985,334,798,2,1,1,5,2,662,135711
798,60,RL,21,5236,Pave,,Reg,Lvl,1915,1977,2139,248,2,1,1,4,2,378,160350
799,45,RL,122,3041,Pave,,Reg,Lvl,1974,2007,1348,870,4,3,1,9,2,55,195152
800,70,RL,,16138,Pave,,Reg,Lvl,1976,1958,1037,660,4,1,1,10,3,631,198761
